account_id,count
1182420765,96511
1885136097,87707
3107004707,58872
1930963735,57774
2825749549,56368
1679738229,49358
2218237463,46480
3588880037,43486
2556084666,34313
2572289529,26579
3160835472,22794
3323700682,21270
2332866739,21068
3268281442,19997
1726092502,19473
2006784588,17963
3460045657,16177
1580623074,15287
2503505695,12842
2886313243,12343
1472521227,12177
1535434860,12104
3204919764,12069
1940744914,11970
1159446966,11908
1349628246,11583
1546868176,11387
1042649422,11179
3427122786,11034
2767382583,10992
2586655089,10985
3114503962,10983
1564863614,10921
1343720878,10798
1523622166,10687
2137498891,10260
1508433173,9960
2535671999,9574
2274528512,9322
2052476145,9150
2323836529,8117
2183858588,7812
2258699569,7729
3067325302,7262
2444169700,7100
2250152298,7085
2466312316,6991
3510452741,6940
2491305602,6852
1432016051,6766
2687235612,6077
2579755541,5895
3532431198,5799
2801346262,5577
1993183156,5500
2770924099,5390
1391222596,5327
3638874880,5302
3440963756,5282
2693364910,5139
2776570753,5058
1533113376,4997
1992706316,4992
2613846731,4938
1060344496,4924
2156290818,4914
3510053603,4791
3278339418,4789
3413089311,4741
1090070239,4629
2057543448,4535
2620647174,4330
2700535070,4245
1801727489,4201
2169091269,4081
2475510222,4044
2960488056,4041
1080856206,3885
2763913489,3831
1284865934,3791
3160201220,3768
1707164139,3761
1928713789,3578
3532525653,3476
3591727857,3470
1203692337,3399
2136535137,3389
2337513705,3387
2941069015,3317
3115266959,3315
1390177517,3310
3358375302,3259
1734022259,3226
2781377099,3190
1039195759,3174
2055439325,3125
3029971965,3117
2330721645,3097
3553385692,3095
2043759903,3066
3095687425,3043
2045279260,3038
2868941558,3023
1771558198,2933
3058532131,2921
3383742192,2893
3284005009,2891
3450171228,2879
1098228173,2847
3445590944,2827
2815387873,2794
3007251101,2777
1284691625,2732
2063188250,2723
2890471642,2564
2100540563,2553
2588547287,2519
1196287614,2434
3542024494,2394
2348433783,2378
1711764976,2363
1293507338,2353
3054379649,2342
2143356854,2338
2499288902,2308
3477308331,2308
1176496394,2306
2236854397,2224
1103982939,2223
1051408466,2165
2324519231,2128
1321990278,2122
2640526226,2080
1113349846,2068
1743781501,2040
1327846065,2023
3439657003,2008
2310562804,2003
1101393012,2003
1457493251,1997
2487243186,1989
1568212690,1982
2447165209,1970
3581222319,1969
3338298436,1950
2609290949,1949
1672428861,1932
3541493755,1917
1651554074,1900
1132594916,1898
1424992690,1894
1080327015,1872
2555542492,1869
3581110282,1869
1750571445,1869
2614627040,1866
1089844158,1859
2586810690,1817
2596790949,1805
3648552961,1801
1331780728,1783
1799199170,1771
2489809699,1770
1368183598,1760
1882819035,1759
2628739842,1745
3487627920,1742
2824076951,1725
1870376054,1715
2234681885,1711
2076066534,1703
3628511443,1698
1291397550,1695
1490710246,1693
1575920911,1686
1895241515,1685
3277073803,1676
2035598554,1672
1080468838,1670
1002603880,1669
3352114010,1661
2421543173,1656
1935721357,1655
3138091410,1653
1756798422,1649
1500660239,1646
3359886394,1640
2485681822,1627
2879012517,1619
2993165562,1592
1772892480,1588
2839176581,1581
2053376355,1577
3687584587,1568
1310980268,1556
3697035765,1555
2516887233,1554
3593215179,1550
2669531860,1550
1998681871,1542
2625316244,1530
2331020384,1515
1151283578,1504
2493477494,1484
1520949521,1481
1828861872,1476
3137033459,1466
1738368003,1464
1386822186,1456
3073334299,1454
2875046491,1449
2984413518,1449
2331553449,1449
1867422987,1448
1777213736,1444
1934070917,1444
1424186258,1439
2685172789,1430
3082962668,1430
2919037987,1423
3245636991,1422
1094785247,1422
2133118799,1415
1599737834,1407
3441788220,1406
1454664326,1406
1309979802,1405
1498580932,1404
3277515052,1387
2982552800,1382
3622425861,1381
1989842999,1379
2388126768,1362
1557623432,1359
2377916004,1350
3151329952,1346
2538812780,1343
3422730755,1333
2916838451,1330
1428299235,1313
1065879331,1309
1393670108,1309
3152035588,1306
1139855057,1305
3473814280,1304
1925775184,1300
1583372782,1297
2838166193,1293
2303209359,1290
2790926796,1288
1256006987,1284
2807798455,1283
2888997581,1275
2682407473,1274
1110987661,1273
3114544736,1263
2261319355,1259
1156592769,1257
1279034302,1255
1368331154,1234
3083805595,1232
2670948149,1231
3391424281,1230
2723148698,1227
2533521107,1219
1533678172,1213
3392548674,1213
1954800985,1211
2575723302,1207
2702824603,1195
1335720768,1194
1989148996,1181
3523942127,1180
1478979002,1173
1405758323,1167
1244746510,1166
2689713553,1165
1911698946,1163
